idx,beta_perp,beta_para,T_star,Q0_k,alpha_inel_hard
110,1.45400,0.46280,0.25636,2.25685,0.15790
111,0.27240,0.93880,0.45436,3.35665,0.32590
112,1.43720,1.56600,0.18068,1.88555,0.39070
113,0.05960,0.64200,0.58460,1.38735,0.26890
114,-0.34920,0.60840,0.43852,2.95715,0.15310
115,1.64440,0.60280,0.56172,2.56235,0.37990
116,1.03960,-0.55080,0.55908,2.05005,0.28030
117,-0.73000,0.26120,0.35580,2.44015,0.17050
118,0.53000,0.04280,0.56436,1.42965,0.32770
119,1.44280,1.15160,0.57756,3.09345,0.22510
120,0.89960,1.79000,0.56964,1.23695,0.28810
121,0.19400,0.00360,0.40684,2.47775,0.39010
122,1.99720,0.91080,0.31180,2.71745,0.25810
123,0.63640,1.89080,0.39100,1.61765,0.11230
124,-0.75800,1.07320,0.52828,1.46255,0.25990
125,0.63080,-0.43320,0.18332,1.49075,0.27430
126,1.88520,-0.48920,0.50716,1.87145,0.36310
127,0.23320,1.07880,0.59692,2.42135,0.14950
128,-0.13640,-0.64600,0.44820,3.14045,0.29230
129,0.16040,-0.25400,0.33908,2.36025,0.12550
130,1.11800,-0.11400,0.34964,2.99005,0.36190
131,0.00360,-0.61800,0.27572,1.91845,0.31690
132,1.49880,1.48760,0.36812,3.46945,0.18610
133,1.83480,0.05400,0.23172,1.77275,0.22030
134,1.63320,-0.76920,0.36460,2.21455,0.27610
135,-0.74120,-0.29880,0.53004,3.47415,0.11410
136,-0.07480,1.82920,0.20708,3.34255,0.36010
137,1.16840,0.61400,0.29068,2.31325,0.32950
138,-0.27080,-0.45000,0.46580,1.30745,0.21790
139,0.69800,0.13800,0.57668,1.17115,0.17830
140,1.34760,-0.15320,0.58724,1.89495,0.15430
141,0.36760,0.03720,0.26780,1.57065,0.10510
142,-0.39400,0.32280,0.29156,1.50485,0.24490
143,1.33640,-0.71880,0.27748,1.25575,0.26170
144,0.27800,1.26920,0.20620,1.86205,0.31090
145,1.59960,0.82120,0.50012,2.86785,0.13990
146,1.31960,0.49080,0.23876,3.07935,0.30970
147,1.25800,0.18280,0.38484,1.40615,0.37330
148,1.73400,-0.33240,0.39452,1.85265,0.20050
149,-0.00760,1.68360,0.18508,3.00415,0.10450
150,-0.44440,0.04840,0.19828,2.49655,0.26050
151,0.96680,-0.76360,0.47724,1.44375,0.34390
152,-0.51720,1.55480,0.23260,2.12525,0.29110
153,0.47400,0.78760,0.54588,1.95135,0.12490
154,0.78760,0.65880,0.16924,3.48825,0.31870
155,0.13800,-0.34920,0.16044,3.45065,0.19510
156,-0.22600,1.14040,0.49484,2.38375,0.24430
157,-0.01880,-0.10840,0.52212,3.30965,0.25630
158,-0.57320,0.47400,0.48428,1.54245,0.20410
159,1.96920,0.41240,0.18684,2.04065,0.13570
160,0.45160,1.33080,0.59076,1.27925,0.23950
161,0.03720,1.42040,0.41916,1.59885,0.32710
162,1.39240,-0.27640,0.16836,2.16755,0.17950
163,0.97240,1.84040,0.54148,2.90075,0.13030
164,-0.59000,-0.17560,0.30740,2.38845,0.37390
165,1.27480,1.65000,0.57932,2.25215,0.11050
166,-0.70760,1.00040,0.33292,3.08875,0.31990
167,0.54120,-0.50040,0.35140,1.19465,0.18970
168,1.95240,0.17720,0.53708,2.35555,0.10270
169,-0.21480,0.28920,0.42356,3.06525,0.39610
170,1.55480,1.11240,0.32676,2.49185,0.23710
171,-0.52840,-0.46120,0.58284,1.71635,0.31390
172,-0.15320,-0.69640,0.51156,1.53305,0.11170
173,1.12920,0.21640,0.21852,3.22035,0.27490
174,1.38680,1.44280,0.42180,3.03705,0.10030
175,0.86600,1.68920,0.22820,1.91375,0.13690
176,0.65320,1.23000,0.48956,2.91485,0.34330
177,1.85720,1.61640,0.55028,2.74565,0.31330
178,-0.33800,-0.59560,0.17540,3.37075,0.25150
179,1.54920,0.95560,0.16132,1.42025,0.38050
180,-0.31560,0.87720,0.36636,2.53415,0.21550
181,0.57480,1.16840,0.36108,3.17335,0.17650
182,1.90760,0.35080,0.30652,1.24635,0.20230
183,1.51000,1.97480,0.47460,2.62345,0.12610
184,-0.34360,0.38440,0.59340,1.93725,0.38590
185,0.09320,0.55800,0.57316,2.88665,0.11890
186,0.11560,0.73160,0.35228,1.44845,0.35350
187,1.58840,0.22200,0.45612,1.47195,0.22330
188,1.09000,1.92440,0.23612,3.46005,0.20470
189,0.93320,-0.79160,0.22556,3.15455,0.15490
190,-0.55080,1.35880,0.39188,1.81975,0.16510
191,1.57160,1.91320,0.27396,2.34615,0.34270
192,0.50760,1.93000,0.50452,1.67875,0.31030
193,0.81560,-0.43880,0.59956,2.43545,0.29830
194,0.44040,1.62760,0.28100,1.63175,0.19750
195,0.49640,-0.67960,0.57052,2.99475,0.23470
196,0.68120,0.79320,0.37516,2.09235,0.39850
197,-0.30440,0.54680,0.23348,3.39425,0.37870
198,1.53800,-0.22040,0.27924,2.59525,0.10390
199,0.28360,-0.04120,0.18420,2.71275,0.20530
200,0.21080,1.06200,0.24756,2.65635,0.34450
201,1.99160,1.70040,0.36020,1.55655,0.34690
202,1.37000,1.99720,0.41388,2.11115,0.31750
203,-0.78040,0.19400,0.56876,2.19575,0.14650
204,-0.14760,-0.75800,0.37780,2.67045,0.38530
205,1.23560,1.52120,0.38220,1.99365,0.24610
206,-0.17000,0.24440,0.17716,2.57645,0.13090
207,-0.19800,1.66120,0.37428,1.45785,0.13270
208,1.56040,-0.20920,0.58988,3.10755,0.35830
209,1.12360,0.75400,0.22732,1.19935,0.39310
210,0.02600,0.69240,0.46756,3.07465,0.21130
211,-0.17560,-0.53400,0.40244,3.31435,0.14350
212,1.23000,-0.06920,0.41828,2.31795,0.12010
213,0.73720,1.71720,0.20004,2.23335,0.28330
214,1.01160,1.03960,0.39628,1.54715,0.21730
215,1.20200,-0.19240,0.37868,3.40835,0.29710
216,1.80120,1.43720,0.19036,2.42605,0.30850
217,0.31720,0.74840,0.34172,3.40365,0.16810
218,0.04840,-0.75240,0.20268,1.71165,0.23590
219,0.79320,-0.62360,0.30476,2.72685,0.23050
220,1.70600,0.68680,0.53972,3.27205,0.27790
221,0.05400,0.80440,0.43060,1.24165,0.10330
222,1.61640,0.64760,0.24052,2.01715,0.19630
223,-0.47240,1.66680,0.49044,3.13105,0.27370
224,0.72040,-0.08040,0.50540,3.49295,0.18730
225,-0.55640,-0.70760,0.35052,3.30495,0.34510
226,1.38120,0.35640,0.55996,3.44595,0.17350
227,0.52440,1.08440,0.20884,3.05585,0.12070
228,1.59400,1.04520,0.59604,1.31685,0.29950
229,1.86280,0.43480,0.46140,2.91955,0.19090
230,-0.15880,0.97800,0.28540,1.15705,0.23410
231,1.80680,0.12680,0.32060,2.07825,0.28690
232,1.74520,0.40120,0.44116,1.72105,0.35590
233,1.07320,-0.32120,0.53356,2.54355,0.15850
234,1.60520,-0.00760,0.19652,2.28035,0.37690
235,-0.76360,1.81240,0.59252,1.66465,0.34870
236,0.37880,1.89640,0.34876,2.57175,0.32290
237,-0.24840,-0.08600,0.24228,1.23225,0.17110
238,-0.63480,0.93320,0.31884,1.98425,0.10630
239,1.81240,1.33640,0.30212,3.38015,0.20710
240,0.09880,0.20520,0.21412,1.52835,0.38710
241,-0.59560,1.20200,0.45524,1.76335,0.29410
242,1.33080,1.48200,0.21148,1.28865,0.12790
243,-0.04120,0.29480,0.31004,2.52005,0.29470
244,1.48200,0.09320,0.45172,3.11695,0.16450
245,0.25560,1.64440,0.44996,2.02655,0.18070
246,1.17960,1.38120,0.25020,3.42245,0.38890
247,1.26920,0.23320,0.16396,2.48245,0.34570
248,-0.48360,0.78200,0.26076,3.18745,0.32830
249,1.25240,0.57480,0.53268,2.08765,0.30190
250,-0.16440,1.54920,0.34700,2.84905,0.16150
251,-0.52280,0.44040,0.24404,1.34035,0.36370
252,-0.37720,1.93560,0.39716,1.33095,0.18490
253,1.32520,1.35320,0.43500,2.28975,0.39730
254,0.19960,-0.65720,0.17804,2.23805,0.36550
255,-0.61240,1.73960,0.24844,2.89605,0.20950
256,-0.08600,0.81560,0.59516,2.68925,0.25210
257,-0.57880,1.24120,0.17364,2.55765,0.33490
258,-0.50040,-0.54520,0.49572,2.81145,0.12310
259,-0.18120,1.94680,0.16484,2.10645,0.25690
260,-0.32680,1.37000,0.32148,1.63645,0.36790
261,-0.09160,1.78440,0.53884,2.36495,0.37270
262,0.61960,1.13480,0.51596,1.25105,0.16750
263,1.84040,-0.22600,0.38836,2.24745,0.35110
264,1.44840,0.87160,0.20356,3.46475,0.35290
265,1.07880,0.39560,0.54852,3.03235,0.32170
266,1.19080,-0.42760,0.28188,2.13465,0.23890
267,0.32840,0.59160,0.16748,1.92315,0.21310
268,1.65000,1.63880,0.52124,3.22505,0.15910
269,1.30280,-0.65160,0.37164,2.92895,0.15010
270,-0.60120,1.87400,0.49748,2.70805,0.38470
271,1.65560,0.27800,0.57492,1.84325,0.27010
272,1.68920,-0.71320,0.44556,2.39785,0.33550
273,0.72600,0.86040,0.42004,2.96655,0.31150
274,0.60840,0.88840,0.25724,1.74925,0.22690
275,0.47960,-0.73560,0.24316,2.36965,0.14410
276,0.95000,-0.39960,0.35932,1.68815,0.30790
277,-0.51160,1.30280,0.31268,3.01355,0.22990
278,1.92440,1.47640,0.28804,2.06885,0.10990
279,0.40680,-0.72440,0.54060,1.16645,0.28450
280,-0.73560,-0.37160,0.56700,2.82085,0.34630
281,-0.42760,-0.07480,0.39012,2.94305,0.34030
282,-0.74680,0.76520,0.43324,2.58115,0.36910
283,1.95800,1.74520,0.32236,2.43075,0.19210
284,-0.69080,-0.52840,0.27132,2.54825,0.24910
285,1.10120,0.07080,0.30300,1.33565,0.31930
286,-0.08040,-0.32680,0.37252,2.28505,0.22570
287,-0.03000,1.50440,0.35404,3.23915,0.38410
288,1.29720,-0.03000,0.25988,1.65525,0.18910
289,0.58040,1.02280,0.31532,2.26155,0.30910
290,0.93880,-0.70200,0.58020,1.93255,0.19150
291,0.06520,1.44840,0.50364,2.13935,0.15610
292,0.84920,0.11000,0.42092,1.43435,0.14230
293,0.31160,0.66440,0.48164,1.82445,0.39670
294,1.63880,1.34760,0.33556,2.83495,0.33430
295,1.56600,-0.30440,0.19300,1.59415,0.14110
296,-0.79160,-0.24840,0.53532,1.29335,0.37510
297,0.97800,1.36440,0.57404,3.28615,0.31630
298,1.84600,1.58280,0.26516,1.22285,0.23230
299,1.67800,1.72840,0.42444,3.32845,0.37930
300,-0.35480,-0.19800,0.57844,2.61405,0.12910
301,0.95560,1.80120,0.45348,2.52945,0.35650
302,0.39560,1.32520,0.36724,2.46365,0.11710
303,0.26680,-0.20360,0.47988,2.87725,0.27130
304,1.57720,-0.79720,0.41652,1.90435,0.39370
305,-0.46680,-0.41640,0.17012,2.85845,0.16990
306,-0.00200,1.17400,0.22644,3.36135,0.22270
307,0.15480,0.25560,0.58812,1.69755,0.10690
308,1.87960,0.56920,0.28628,1.64585,0.26410
309,0.67000,1.87960,0.29684,2.40725,0.25270
310,1.46520,-0.74120,0.22028,2.76445,0.25330
311,1.10680,0.61960,0.46932,1.26045,0.13150
312,0.33400,1.99160,0.19564,3.23445,0.16390
313,0.03160,-0.50600,0.30564,3.16865,0.36670
314,-0.71320,0.31160,0.23700,3.31905,0.12430
315,-0.62920,1.49880,0.36284,1.35445,0.22390
316,1.70040,1.01720,0.47636,2.75505,0.22090
317,0.82120,0.50200,0.47108,3.41305,0.36490
318,-0.66280,-0.03560,0.47372,1.39205,0.15550
319,1.72840,1.29160,0.21676,2.92425,0.10570
320,1.13480,0.47960,0.39540,3.14515,0.11650
321,-0.05800,-0.05800,0.33116,1.73045,0.13630
322,0.88840,1.43160,0.25548,2.95245,0.28630
323,-0.36600,-0.78040,0.50892,2.93835,0.22150
324,0.59160,1.96360,0.38308,2.72215,0.37090
325,1.79000,-0.01320,0.35316,3.16395,0.24970
326,-0.11960,0.77640,0.53444,1.34975,0.19690
327,1.52120,0.74280,0.40332,2.67515,0.17710
328,-0.12520,1.85720,0.23788,2.21925,0.15190
329,-0.43320,-0.31000,0.32412,1.90905,0.18130
330,-0.56200,1.46520,0.47020,2.32735,0.35050
331,1.97480,1.22440,0.23964,2.33205,0.26950
332,0.33960,0.45720,0.56788,3.37545,0.26110
333,0.13240,1.19080,0.28012,2.14405,0.37450
334,-0.45560,1.01160,0.44292,1.64115,0.14290
335,1.01720,0.23880,0.31356,1.78215,0.15970
336,1.26360,1.31960,0.22908,1.45315,0.32350
337,-0.19240,0.39000,0.21324,1.81035,0.20170
338,0.20520,1.53800,0.51420,1.75395,0.33970
339,0.12120,1.00600,0.52740,3.02295,0.16270
340,1.31400,0.84360,0.30388,2.80205,0.10870
341,0.18280,1.84600,0.28452,1.47665,0.30010
342,-0.77480,0.41800,0.51244,3.12635,0.19870
343,1.14600,-0.53960,0.42972,3.01825,0.18310
344,1.43160,-0.66840,0.49396,2.58585,0.21070
345,1.35320,-0.38280,0.54676,1.50015,0.33250
346,0.81000,-0.18120,0.17980,1.85735,0.22450
347,0.88280,1.11800,0.33732,2.20045,0.10090
348,-0.25400,0.92760,0.51508,3.18275,0.38830
349,0.89400,1.21320,0.53092,1.36855,0.39550
350,1.73960,0.77080,0.51684,2.17225,0.23650
351,0.56360,1.57160,0.54940,2.27565,0.20830
352,0.64200,-0.36600,0.40508,2.17695,0.13510
353,0.34520,0.98920,0.37340,1.60825,0.27550
354,-0.41080,1.90200,0.45260,2.29445,0.23770
355,0.42360,-0.67400,0.34612,1.84795,0.25390
356,-0.66840,1.38680,0.36988,2.63755,0.30610
357,1.08440,-0.38840,0.48692,3.35195,0.38290
358,1.34200,1.02840,0.36372,2.05945,0.13870
359,1.00040,0.68120,0.35492,2.40255,0.28990
360,0.45720,-0.06360,0.25284,2.50595,0.32650
361,1.69480,-0.25960,0.20092,2.66575,0.27970
362,-0.13080,1.75640,0.36548,1.79155,0.28510
363,-0.70200,0.69800,0.28364,2.00775,0.35770
364,0.75960,0.31720,0.38660,2.99945,0.16690
365,0.40120,-0.01880,0.43588,1.32155,0.24550
366,0.07640,1.61080,0.45964,3.29085,0.12370
367,1.14040,1.60520,0.20532,1.49545,0.21010
368,1.42040,0.99480,0.55380,1.41555,0.18250
369,1.28600,0.63640,0.34348,1.76805,0.38350
370,1.00600,-0.14200,0.57580,1.67405,0.37810
371,1.41480,0.95000,0.34788,3.30025,0.27190
372,1.66680,-0.09160,0.40156,1.99835,0.31270
373,1.85160,1.91880,0.32588,3.19685,0.30370
374,0.70360,-0.41080,0.33644,3.33315,0.20290
375,-0.33240,0.72040,0.39892,2.14875,0.27070
376,0.30040,-0.24280,0.58900,2.12995,0.30550
377,0.87160,0.32840,0.49220,2.34145,0.37570
378,0.84360,-0.45560,0.52564,1.65995,0.11770
379,0.77080,1.56040,0.24932,3.26265,0.15070
380,0.11000,-0.47240,0.48604,2.51065,0.17410
381,0.25000,1.26360,0.50980,2.76915,0.12730
382,0.42920,0.65320,0.37604,2.82555,0.19990
383,-0.11400,-0.37720,0.18860,2.60935,0.35710
384,0.78200,1.28600,0.55644,2.37435,0.32530
385,1.68360,1.39800,0.59868,2.26625,0.36970
386,1.50440,1.70600,0.29948,1.27455,0.17470
387,1.22440,0.00920,0.59780,2.02185,0.21670
388,-0.53400,0.51320,0.26340,2.83965,0.14470
389,-0.05240,0.89960,0.41564,1.87615,0.20650
390,-0.48920,-0.12520,0.50628,2.41195,0.28570
391,-0.45000,0.63080,0.41212,3.47885,0.35530
392,0.54680,1.40920,0.31092,2.01245,0.13210
393,0.74280,0.71480,0.18156,1.26985,0.15370
394,0.85480,-0.13080,0.36196,2.66105,0.19390
395,0.92760,0.94440,0.50804,2.03125,0.34930
396,0.79880,1.21880,0.31796,1.58475,0.24850
397,-0.26520,1.51000,0.52652,2.55295,0.30250
398,0.64760,-0.21480,0.46052,1.72575,0.32470
399,0.08200,-0.16440,0.29420,3.43185,0.14830
400,1.35880,0.33960,0.42884,2.20515,0.24310
401,1.54360,1.62200,0.28892,3.06055,0.25930
402,0.46840,1.15720,0.21764,1.70225,0.35950
403,1.66120,0.22760,0.29244,1.21345,0.36070
404,1.53240,0.30600,0.21060,2.86315,0.39130
405,-0.28760,0.26680,0.27044,3.24385,0.23110
406,-0.42200,1.06760,0.22204,2.07355,0.16030
407,1.24680,-0.33800,0.33028,2.85375,0.26770
408,1.82920,0.06520,0.51948,2.97595,0.30670
409,0.51880,1.29720,0.46668,2.67985,0.38950
410,1.77320,0.67000,0.30036,2.44955,0.39430
411,1.21880,-0.58440,0.50100,1.37325,0.16090
412,0.73160,1.75080,0.44468,2.73155,0.14170
413,1.17400,1.41480,0.47900,2.16285,0.28150
414,0.43480,0.17160,0.23084,2.18635,0.26290
415,1.48760,0.96680,0.19476,2.63285,0.21370
416,0.58600,-0.56200,0.27836,2.89135,0.35890
417,1.15720,-0.28760,0.40420,1.48135,0.25570
418,-0.20920,0.02600,0.46316,1.97955,0.36130
419,1.06200,1.72280,0.58372,2.69865,0.33670
420,-0.64600,-0.61240,0.47812,2.20985,0.23530
421,0.30600,1.52680,0.22468,2.37905,0.17290
422,1.75080,-0.10280,0.34084,1.50955,0.16210
423,0.98920,0.14920,0.16572,3.09815,0.18430
424,0.38440,1.05640,0.50188,3.26735,0.20890
425,1.82360,1.45400,0.45788,1.42495,0.33130
426,0.21640,-0.57880,0.25460,3.12165,0.13330
427,-0.01320,1.14600,0.37956,2.04535,0.34150
428,-0.47800,0.30040,0.56612,1.60355,0.37030
429,1.06760,1.05080,0.26164,2.00305,0.29590
430,1.62760,-0.47800,0.27660,3.41775,0.22930
431,0.76520,-0.60680,0.54764,1.97485,0.38110
432,1.52680,-0.40520,0.23524,2.03595,0.35410
433,0.65880,0.91640,0.54324,2.59055,0.28870
434,1.42600,1.86280,0.56084,2.50125,0.26230
435,0.02040,0.18840,0.40860,2.79735,0.15730
436,-0.37160,1.63320,0.56348,3.24855,0.35230
437,1.77880,1.24680,0.38132,3.04175,0.28930
438,0.60280,0.59720,0.21588,3.29555,0.33370
439,-0.06360,0.58600,0.42796,2.41665,0.32110
440,0.28920,-0.18680,0.24580,1.43905,0.29050
441,1.79560,1.67800,0.42268,1.94195,0.21910
442,-0.14200,-0.51720,0.33820,1.55185,0.33730
443,-0.75240,1.95240,0.20796,1.96075,0.18790
444,-0.67960,1.17960,0.29596,2.78325,0.19570
445,0.90520,1.40360,0.51860,2.44485,0.18370
446,0.62520,0.27240,0.40948,1.18995,0.29650
447,0.51320,1.59960,0.19124,2.90545,0.26830
448,-0.25960,0.49640,0.54236,1.40145,0.34210
449,0.39000,-0.62920,0.40772,3.05115,0.33850
450,1.96360,0.46840,0.55116,1.22755,0.15250
451,0.99480,1.25240,0.53620,1.83385,0.22870
452,-0.53960,1.76200,0.18596,3.45535,0.25450
453,-0.65160,-0.39400,0.32764,3.15925,0.11950
454,1.21320,0.44600,0.18772,2.77855,0.28750
455,-0.49480,0.09880,0.27484,2.15815,0.19270
456,1.39800,0.56360,0.22292,2.52475,0.11110
457,0.77640,0.36200,0.53180,2.79265,0.25090
458,0.55800,0.58040,0.26604,2.69395,0.24070
459,0.44600,1.85160,0.47196,2.98535,0.29530
460,1.71720,-0.60120,0.26692,2.27095,0.21250
461,-0.10280,0.01480,0.26428,2.24275,0.30310
462,1.89640,0.13240,0.48868,2.53885,0.22810
463,-0.72440,0.42360,0.41476,2.22395,0.33010
464,0.41800,0.55240,0.29508,1.31215,0.11590
465,-0.40520,-0.34360,0.22996,3.08405,0.23830
466,0.22760,0.86600,0.49836,1.57535,0.17530
467,1.18520,0.53000,0.35756,1.62235,0.18190
468,0.12680,-0.63480,0.43940,1.65055,0.22210
469,0.48520,1.20760,0.48340,3.34725,0.11470
470,1.93000,0.83800,0.46404,2.46835,0.29890
471,0.75400,1.83480,0.22116,1.56125,0.19030
472,1.03400,-0.15880,0.43764,2.78795,0.11350
473,-0.03560,1.77320,0.45700,1.29805,0.30730
474,1.47080,1.18520,0.29332,1.79625,0.31810
475,1.87400,0.72600,0.32940,1.89965,0.14710
476,0.82680,0.08200,0.39804,2.91015,0.28090
477,0.00920,-0.44440,0.55732,2.12055,0.10930
478,0.29480,1.81800,0.34436,2.11585,0.20350
479,0.26120,-0.05240,0.28716,3.22975,0.35170
480,1.09560,0.62520,0.31972,3.19215,0.21610
481,-0.61800,0.37320,0.44380,2.51535,0.18670
482,1.28040,0.84920,0.19916,1.56595,0.24130
483,1.37560,0.02040,0.40596,3.33785,0.22750
484,-0.24280,1.09000,0.19388,1.75865,0.26650
485,0.17720,0.79880,0.33468,1.80095,0.24670
486,-0.22040,0.83240,0.20444,2.30855,0.17890
487,0.35080,-0.42200,0.38396,2.64225,0.24730
488,0.69240,1.49320,0.43676,1.78685,0.12190
489,0.14360,0.07640,0.25900,2.81615,0.21850
490,0.50200,0.92200,0.41036,3.11225,0.14770
491,0.07080,0.25000,0.49132,2.98065,0.24790
492,1.16280,0.89400,0.33204,1.37795,0.30490
493,-0.20360,-0.23160,0.47548,2.45425,0.19810
494,0.18840,1.19640,0.43236,2.74095,0.28210
495,-0.04680,0.21080,0.55292,2.06415,0.31510
496,0.55240,-0.11960,0.38748,1.68345,0.23290
497,0.91640,0.50760,0.29860,1.74455,0.29290
498,-0.38840,-0.23720,0.26868,1.98895,0.27730
499,1.02280,0.14360,0.43412,1.86675,0.30070
