idx,beta_perp,beta_para,T_star,Q0_k,alpha_inel_hard
133,0.26470,-0.60170,0.30388,0.44473,0.25810
134,-0.41170,0.51550,0.50276,0.68005,0.12550
135,0.40910,-0.00510,0.24404,0.38219,0.31810
136,0.14690,0.49650,0.37340,0.89099,0.38170
137,-0.86390,0.22290,0.53708,0.43625,0.13930
138,-0.16470,0.08610,0.50188,0.50727,0.38830
139,0.00250,-0.13430,0.41124,0.76061,0.33310
140,0.47750,-0.47250,0.39012,0.81997,0.36790
141,-0.36990,0.02530,0.57140,0.85601,0.32290
142,-0.10390,-0.75750,0.37780,0.77121,0.12190
143,0.72450,-0.67770,0.39540,0.89205,0.27190
144,-0.53330,-0.54090,0.21060,0.61009,0.30670
145,-0.26730,-0.19130,0.28276,0.86873,0.24310
146,0.43190,0.19630,0.42268,0.47759,0.39550
147,0.95250,-0.35850,0.54060,0.50621,0.22090
148,-0.17990,-0.00130,0.33204,0.64295,0.21070
149,-0.20650,0.74350,0.47900,0.86979,0.39910
150,0.79290,0.08230,0.21412,0.43837,0.37210
151,-0.70050,-0.17230,0.34260,0.58783,0.36730
152,-0.14950,0.45090,0.37428,0.47547,0.14290
153,0.00630,-0.86010,0.36900,0.65037,0.27430
154,0.89550,0.86510,0.52212,0.63659,0.39250
155,-0.08870,-0.20650,0.52388,0.58359,0.12910
156,0.38630,0.99430,0.47988,0.40657,0.25210
157,0.89930,-0.40790,0.56348,0.89523,0.15130
158,0.68270,0.70930,0.34700,0.80619,0.33610
159,0.71310,0.63710,0.43412,0.74259,0.12970
160,0.24190,-0.15710,0.47636,0.37795,0.14170
161,-0.55990,0.55350,0.17452,0.85707,0.29230
162,-0.71570,0.37490,0.30300,0.76485,0.19030
163,-0.28630,-0.67390,0.43588,0.62917,0.13870
164,0.97910,0.29130,0.18860,0.46805,0.25270
165,0.10130,0.40150,0.55908,0.70443,0.21910
166,-0.36230,-0.79170,0.25548,0.65991,0.19870
167,-0.86010,-0.29390,0.51596,0.78499,0.21670
168,0.88410,-0.35090,0.17716,0.69807,0.19450
169,-0.29770,0.83090,0.58108,0.86131,0.12070
170,0.27990,0.92210,0.56876,0.58677,0.28990
171,0.08610,0.81950,0.24756,0.67793,0.29710
172,-0.51050,0.76250,0.48868,0.45745,0.37690
173,0.32170,0.68270,0.16132,0.42565,0.23110
174,-0.40790,0.20770,0.45700,0.74471,0.28630
175,-0.69290,-0.35470,0.45084,0.40975,0.33010
176,0.48130,-0.11530,0.44292,0.64189,0.11890
177,-0.24070,-0.77270,0.48164,0.59525,0.31390
178,-0.88290,0.11650,0.32940,0.67157,0.35770
179,0.51170,0.59530,0.45788,0.58041,0.32710
180,0.56870,0.33310,0.48604,0.88251,0.22510
181,-0.49910,-0.59030,0.38396,0.85813,0.23410
182,0.25330,0.73970,0.55028,0.53801,0.13270
183,-0.02790,0.61050,0.56260,0.60903,0.38710
184,0.26850,0.27610,0.23700,0.84859,0.10150
185,-0.89430,0.66370,0.37868,0.52847,0.33130
186,0.76630,-0.41930,0.36372,0.48925,0.33790
187,-0.25590,0.61430,0.31444,0.70655,0.17890
188,0.58770,-0.78410,0.17188,0.39491,0.38650
189,-0.78410,0.83850,0.31532,0.89841,0.34510
190,0.84230,0.44330,0.58548,0.68853,0.32410
191,0.04430,-0.22550,0.46404,0.63341,0.29530
192,-0.87910,0.94110,0.53268,0.88463,0.24250
193,0.02530,0.55730,0.40684,0.44579,0.10030
194,0.33310,-0.84490,0.59340,0.39385,0.21310
195,-0.61690,-0.52190,0.47284,0.57617,0.39730
196,0.43570,0.42810,0.41828,0.89311,0.10990
197,-0.47630,0.72070,0.44996,0.50939,0.20410
198,-0.85630,0.43950,0.26956,0.87509,0.31150
199,0.13930,-0.83730,0.35580,0.55921,0.16930
200,-0.48010,0.14310,0.16396,0.62281,0.23770
201,0.03670,0.37870,0.54148,0.37053,0.34330
202,-0.48770,-0.51430,0.23436,0.71927,0.11590
203,-0.11530,0.19250,0.51420,0.86661,0.15190
204,0.14310,-0.27490,0.17540,0.50303,0.26350
205,-0.54850,-0.59790,0.52300,0.53059,0.32170
206,0.95630,0.64850,0.51068,0.65249,0.11110
207,0.99430,-0.57130,0.53004,0.71291,0.35650
208,0.16210,0.15450,0.58372,0.78605,0.30250
209,-0.30150,-0.08110,0.34612,0.38537,0.10690
210,-0.23690,0.50410,0.18156,0.74153,0.24550
211,-0.52570,0.05950,0.44468,0.76803,0.36310
212,-0.69670,-0.45350,0.17892,0.54543,0.13990
213,0.05190,0.26090,0.16836,0.70761,0.13630
214,-0.85250,0.36730,0.44732,0.60373,0.17350
215,-0.41930,-0.72330,0.26780,0.42459,0.32650
216,0.85370,0.93730,0.44556,0.67051,0.26770
217,0.17730,0.43190,0.47548,0.52529,0.27670
218,-0.32430,0.96770,0.33644,0.43307,0.16210
219,-0.24830,-0.50290,0.49924,0.40233,0.20290
220,0.61810,0.21150,0.53796,0.80301,0.36970
221,0.82330,-0.25590,0.41740,0.51469,0.24850
222,0.48510,0.28370,0.33292,0.39173,0.33970
223,0.40150,0.04810,0.30212,0.81891,0.16390
224,-0.83350,0.58770,0.52564,0.48395,0.26530
225,0.07090,0.12790,0.31356,0.51045,0.32350
226,-0.16090,-0.44590,0.58636,0.54331,0.29410
227,0.66750,0.90310,0.45524,0.45957,0.22030
228,0.31030,-0.20270,0.45260,0.78711,0.19390
229,0.51930,-0.85250,0.56964,0.64613,0.35050
230,-0.37370,0.60670,0.21148,0.88145,0.33850
231,-0.21030,0.95630,0.57316,0.74577,0.17410
232,-0.26350,0.31030,0.40244,0.67475,0.27910
233,0.27610,-0.38510,0.49220,0.84223,0.31690
234,0.73970,-0.56370,0.33028,0.77015,0.39610
235,-0.58270,-0.67010,0.34436,0.44049,0.22630
236,0.21530,0.21910,0.27044,0.63977,0.23350
237,0.96010,-0.34330,0.27484,0.79135,0.27850
238,0.90310,0.85370,0.30564,0.48289,0.20590
239,-0.80310,-0.16090,0.36548,0.72987,0.22750
240,0.19250,-0.29010,0.52036,0.61751,0.37990
241,0.40530,-0.49530,0.35140,0.65885,0.30970
242,-0.73470,0.07470,0.21588,0.73623,0.29470
243,0.79670,0.73590,0.18068,0.89417,0.17110
244,-0.27490,0.97530,0.19564,0.66415,0.20950
245,-0.09630,-0.29770,0.38484,0.55391,0.31750
246,-0.04690,0.85750,0.48692,0.83481,0.34210
247,-0.05830,0.36350,0.24844,0.56239,0.13330
248,0.99050,0.71310,0.58900,0.58995,0.25030
249,-0.54090,-0.24450,0.42004,0.88039,0.28390
250,-0.87530,-0.37750,0.29068,0.69489,0.15850
251,0.65230,-0.79550,0.44380,0.48607,0.10390
252,-0.00130,-0.66630,0.22556,0.74895,0.21850
253,0.69790,0.97910,0.50100,0.73199,0.28450
254,0.92590,0.32550,0.29684,0.37265,0.28330
255,0.32930,0.84230,0.50540,0.45321,0.31450
256,-0.75750,-0.14190,0.53356,0.77227,0.39010
257,0.55350,-0.87910,0.30652,0.75531,0.28150
258,0.31410,0.05190,0.20796,0.63235,0.33250
259,-0.68150,-0.63210,0.44204,0.56451,0.18850
260,-0.08110,-0.52570,0.19388,0.82103,0.17230
261,0.39770,0.37110,0.59516,0.49137,0.26110
262,-0.51430,-0.57510,0.30124,0.68323,0.37390
263,0.77010,-0.74610,0.16660,0.54013,0.22390
264,0.88790,0.31790,0.55116,0.46063,0.37930
265,-0.13430,0.79670,0.55556,0.64931,0.26650
266,0.81570,-0.44970,0.46492,0.82951,0.12010
267,0.83850,-0.10770,0.35844,0.68111,0.20830
268,0.63710,0.18490,0.22468,0.59737,0.31090
269,-0.29390,0.27230,0.54676,0.60691,0.20470
270,0.67890,0.54210,0.42356,0.62705,0.25750
271,0.84610,-0.24070,0.57052,0.59101,0.10630
272,0.08990,0.51170,0.43676,0.85495,0.14530
273,-0.75370,-0.73850,0.40948,0.46169,0.29170
274,0.10890,0.64470,0.29948,0.64719,0.36250
275,-0.70430,0.73210,0.29508,0.83693,0.29950
276,0.57630,0.07090,0.55996,0.40763,0.34570
277,0.46990,-0.66250,0.51156,0.50409,0.12250
278,-0.87150,0.47370,0.48428,0.81361,0.10330
279,0.42810,0.79290,0.26164,0.62069,0.19510
280,-0.58650,0.75870,0.22732,0.76379,0.25570
281,-0.50670,-0.36610,0.45964,0.59207,0.14770
282,-0.81830,0.53830,0.29596,0.46911,0.16990
283,-0.63590,0.99050,0.52652,0.78393,0.32950
284,-0.49150,0.30270,0.53884,0.84965,0.26050
285,-0.03930,0.10510,0.27308,0.44791,0.27130
286,0.07470,-0.69290,0.36108,0.41611,0.13030
287,0.91830,-0.86770,0.32500,0.63023,0.20050
288,-0.84490,-0.26350,0.34788,0.40551,0.29770
289,0.68650,0.16590,0.17364,0.46275,0.16810
290,-0.57510,-0.04310,0.58196,0.38749,0.30850
291,0.11650,-0.55230,0.25460,0.39703,0.18250
292,0.71690,0.35970,0.53092,0.69277,0.18010
293,-0.44590,0.50030,0.30740,0.60055,0.31990
294,-0.03550,0.50790,0.20708,0.37583,0.15790
295,-0.33190,-0.02030,0.50364,0.44155,0.25390
296,0.42430,-0.33950,0.38660,0.72457,0.14050
297,-0.63970,0.65990,0.24580,0.85283,0.16030
298,0.01390,0.95250,0.32412,0.57299,0.35110
299,-0.67770,0.43570,0.20180,0.66627,0.11770
300,-0.64730,0.78910,0.46932,0.55497,0.10930
301,0.37110,-0.09250,0.20004,0.45003,0.22450
302,-0.59790,0.90690,0.46228,0.67899,0.38890
303,0.76250,0.69030,0.42972,0.52635,0.39130
304,0.67130,-0.05070,0.32148,0.54119,0.18790
305,-0.34710,0.12030,0.39100,0.57087,0.12790
306,-0.55610,-0.30530,0.28452,0.52211,0.21130
307,0.93350,-0.68150,0.25812,0.67369,0.32890
308,0.97530,-0.21410,0.16924,0.84435,0.30310
309,0.54210,-0.00890,0.34348,0.88993,0.25690
310,0.12410,0.94490,0.42444,0.37901,0.27370
311,-0.05450,-0.43070,0.44820,0.88781,0.37810
312,-0.19510,-0.09630,0.53972,0.56769,0.32770
313,0.75490,-0.03930,0.59780,0.72669,0.23170
314,-0.79170,-0.83350,0.57580,0.41717,0.33730
315,0.45090,-0.76510,0.32852,0.79983,0.18430
316,0.87270,-0.19510,0.51508,0.40021,0.17470
317,0.36350,-0.65490,0.36636,0.61221,0.37270
318,-0.62830,-0.08870,0.17628,0.65461,0.39370
319,-0.14570,0.70170,0.23788,0.61115,0.11290
320,-0.22170,-0.39270,0.32236,0.75425,0.12670
321,0.05950,-0.11150,0.28804,0.60479,0.26170
322,-0.88670,-0.63970,0.55204,0.80725,0.18070
323,-0.45730,0.21530,0.57228,0.46699,0.19210
324,-0.12290,0.97150,0.52124,0.39279,0.37510
325,0.07850,-0.80310,0.50012,0.74683,0.11350
326,0.73590,0.39010,0.25724,0.42353,0.26710
327,-0.41550,-0.76130,0.49484,0.82209,0.35290
328,0.30650,-0.32430,0.29860,0.57405,0.29350
329,-0.21410,0.58010,0.25372,0.81467,0.20530
330,-0.35470,0.63330,0.59604,0.52423,0.31210
331,0.41670,0.32170,0.53444,0.54861,0.10510
332,0.17350,0.62570,0.24228,0.57723,0.24730
333,0.62570,0.54970,0.29772,0.86449,0.13390
334,-0.19130,0.34830,0.43236,0.41505,0.11410
335,0.20390,-0.05450,0.21236,0.77651,0.19990
336,-0.33950,-0.38890,0.18948,0.67687,0.25630
337,-0.03170,0.29510,0.23172,0.52317,0.36370
338,0.84990,0.10130,0.31180,0.76697,0.25930
339,-0.43830,0.80810,0.36724,0.45109,0.28510
340,0.04050,-0.74230,0.20972,0.58253,0.14470
341,0.97150,0.88790,0.40508,0.87085,0.19930
342,0.23050,0.40530,0.31004,0.88675,0.28810
343,-0.50290,-0.74990,0.19652,0.89947,0.19090
344,0.80810,0.91450,0.27660,0.70867,0.16570
345,-0.24450,0.39390,0.16572,0.50515,0.15070
346,0.53830,-0.27870,0.26076,0.83163,0.38770
347,0.31790,0.87650,0.33908,0.53165,0.17530
348,-0.71190,-0.02790,0.48340,0.52105,0.34990
349,0.18490,0.75110,0.38572,0.74047,0.35230
350,0.24950,-0.65870,0.57756,0.77863,0.23470
351,-0.65110,-0.04690,0.35668,0.45533,0.15370
352,-0.00890,-0.17990,0.41916,0.43731,0.18610
353,-0.72330,-0.71570,0.28100,0.85389,0.36910
354,0.22670,-0.51810,0.36812,0.75849,0.16270
355,0.25710,-0.49150,0.43500,0.51681,0.35890
356,-0.33570,-0.58650,0.33468,0.56027,0.30190
357,-0.57890,0.67130,0.51948,0.60161,0.28270
358,-0.53710,-0.27110,0.22380,0.42671,0.10450
359,-0.38130,-0.78030,0.39628,0.85071,0.10570
360,0.37490,0.53070,0.57404,0.63553,0.18910
361,0.56110,-0.70050,0.34876,0.59313,0.21370
362,-0.15710,0.48130,0.49660,0.61539,0.23590
363,-0.47250,0.31410,0.27924,0.78817,0.13750
364,0.28750,0.09750,0.40420,0.71185,0.17290
365,0.01770,0.34070,0.30476,0.65673,0.10750
366,0.33690,-0.84110,0.27748,0.76909,0.35470
367,-0.14190,0.52690,0.59076,0.43943,0.34930
368,0.75870,-0.32050,0.43852,0.77969,0.30610
369,0.13170,0.84990,0.19476,0.80089,0.11170
370,-0.82210,-0.71950,0.49044,0.53271,0.17650
371,-0.11910,0.13930,0.20268,0.76167,0.28030
372,-0.35850,-0.14950,0.54852,0.83057,0.13150
373,0.86130,-0.84870,0.42884,0.48183,0.31330
374,-0.89050,-0.01650,0.39804,0.78075,0.27310
375,-0.67010,-0.28630,0.59956,0.49031,0.16330
376,0.96390,0.80430,0.47108,0.71609,0.31930
377,-0.65490,0.23050,0.29156,0.54967,0.34150
378,0.70550,-0.50670,0.28892,0.43413,0.29830
379,0.53450,0.52310,0.51860,0.38325,0.29590
380,0.83090,0.04430,0.44908,0.55603,0.35170
381,-0.60550,-0.12670,0.59252,0.64507,0.25510
382,-0.73850,0.74730,0.39892,0.69913,0.13510
383,0.89170,-0.06590,0.37516,0.78287,0.38530
384,-0.36610,0.78150,0.33732,0.68429,0.32590
385,-0.52190,0.33690,0.55468,0.39809,0.22870
386,-0.10010,-0.70430,0.56788,0.70125,0.19750
387,-0.56370,-0.10010,0.18420,0.80513,0.15250
388,0.18110,-0.42310,0.41212,0.38643,0.24490
389,-0.01650,0.46990,0.51244,0.79029,0.36670
390,0.59150,0.42050,0.54588,0.44897,0.24970
391,0.60670,-0.16470,0.58724,0.82633,0.33550
392,0.13550,-0.61690,0.45876,0.79559,0.27070
393,-0.32810,-0.17610,0.46668,0.73835,0.38290
394,0.80050,0.15830,0.43148,0.66097,0.16090
395,0.30270,0.24570,0.28540,0.40869,0.12730
396,0.91070,0.51930,0.21940,0.67581,0.24010
397,0.91450,0.75490,0.32676,0.43095,0.34450
398,-0.82590,0.40910,0.49572,0.72351,0.37630
399,0.61430,-0.82590,0.56172,0.77439,0.16450
400,0.98290,-0.18370,0.29332,0.52953,0.35830
401,0.70930,0.59150,0.20092,0.60267,0.19810
402,-0.38890,-0.22930,0.54412,0.49667,0.28090
403,-0.43450,0.20390,0.35756,0.84011,0.11830
404,-0.42310,0.60290,0.39276,0.66945,0.37030
405,0.49270,0.82330,0.39364,0.87615,0.32230
406,-0.76890,0.30650,0.33556,0.57511,0.24070
407,0.69030,0.41670,0.38924,0.51363,0.11650
408,-0.22930,-0.06210,0.19212,0.86237,0.31030
409,-0.76510,-0.62070,0.42708,0.70231,0.34090
410,-0.40410,0.86890,0.24140,0.63129,0.22150
411,0.85750,0.47750,0.26604,0.80407,0.12850
412,-0.06210,0.18110,0.40156,0.81573,0.23230
413,0.74730,0.16970,0.23876,0.86767,0.21010
414,-0.68530,0.89930,0.42180,0.74789,0.22570
415,-0.30910,0.78530,0.18772,0.41293,0.17770
416,0.72070,0.22670,0.38132,0.72775,0.33070
417,0.74350,0.59910,0.47020,0.45427,0.14650
418,0.46230,-0.54850,0.21764,0.48501,0.34270
419,-0.10770,0.14690,0.46140,0.59843,0.35950
420,-0.78030,0.93350,0.36988,0.51151,0.25990
421,-0.66630,-0.89050,0.25900,0.43519,0.23950
422,0.51550,-0.05830,0.55380,0.73729,0.12610
423,-0.27870,-0.53330,0.29244,0.49243,0.22810
424,-0.07350,-0.25210,0.25636,0.73517,0.15490
425,-0.04310,0.66750,0.18332,0.49561,0.20770
426,0.32550,-0.10390,0.35492,0.51257,0.38350
427,0.45470,0.17730,0.52916,0.64825,0.22330
428,0.21150,-0.42690,0.22908,0.52741,0.16690
429,0.70170,-0.78790,0.35404,0.70549,0.14830
430,0.09370,-0.89430,0.38308,0.48713,0.19690
431,0.72830,-0.48770,0.50892,0.55815,0.25330
432,0.10510,-0.16850,0.23260,0.46593,0.30730
433,0.34070,-0.53710,0.18596,0.62493,0.11470
434,-0.76130,0.62190,0.18508,0.71503,0.36010
435,-0.22550,0.39770,0.37956,0.62599,0.39850
436,0.36730,-0.76890,0.41476,0.55179,0.26290
437,0.61050,-0.01270,0.47372,0.70019,0.21490
438,0.62950,-0.12290,0.31796,0.38007,0.35590
439,0.42050,-0.81450,0.18244,0.53589,0.32830
440,-0.49530,-0.47630,0.33116,0.38855,0.18970
441,-0.05070,0.20010,0.50980,0.41399,0.32050
442,0.86510,0.57250,0.34084,0.59631,0.29890
443,-0.17230,0.08990,0.23524,0.82739,0.14110
444,0.37870,0.35210,0.35228,0.83587,0.20710
445,0.92210,-0.59410,0.20620,0.56663,0.27610
446,-0.37750,-0.31670,0.41388,0.66733,0.22930
447,0.55730,0.38250,0.28980,0.57829,0.15310
448,0.08230,0.46610,0.38748,0.42035,0.28870
449,0.46610,0.02910,0.34172,0.71715,0.39070
450,0.59910,-0.48390,0.31620,0.80937,0.24130
451,-0.34330,0.48890,0.27572,0.55285,0.21610
452,-0.17610,-0.62450,0.17100,0.47017,0.28690
453,-0.65870,0.10890,0.50716,0.86025,0.24670
454,-0.18370,0.17350,0.22204,0.40127,0.38230
455,0.59530,-0.87530,0.40596,0.56981,0.33430
456,0.19630,0.23810,0.54236,0.68217,0.15670
457,0.23810,0.34450,0.24668,0.45851,0.34810
458,-0.12670,0.58390,0.44644,0.69701,0.39310
459,0.54970,0.56870,0.47724,0.85177,0.35530
460,0.39010,0.70550,0.39716,0.60585,0.23890
461,0.34450,-0.40410,0.26340,0.47123,0.20230
462,-0.35090,-0.44210,0.36020,0.75213,0.34690
463,0.54590,-0.63590,0.48780,0.69065,0.28750
464,-0.74610,0.68650,0.26252,0.56557,0.26830
465,-0.13810,-0.54470,0.51332,0.73941,0.27550
466,-0.42690,-0.28250,0.20356,0.84753,0.24910
467,-0.25210,0.07850,0.38836,0.88569,0.20170
468,0.52310,0.81570,0.19124,0.47865,0.23650
469,-0.63210,0.45470,0.20884,0.50197,0.25090
470,-0.57130,-0.49910,0.40068,0.42777,0.36490
471,0.01010,-0.37370,0.28716,0.89735,0.30430
472,0.44330,0.45850,0.25108,0.79453,0.30070
473,0.16590,0.98290,0.44028,0.49349,0.14230
474,0.50790,0.26470,0.40860,0.56133,0.20110
475,0.29130,-0.14570,0.37076,0.82845,0.26410
476,0.78150,0.72450,0.22996,0.68747,0.35710
477,0.50030,-0.73090,0.46052,0.43201,0.24370
478,-0.84870,0.24950,0.24932,0.83375,0.21970
479,0.64850,-0.26730,0.23964,0.75955,0.32530
480,0.16970,-0.64730,0.39980,0.87827,0.12490
481,-0.46870,-0.56750,0.46756,0.77333,0.17950
482,0.26090,0.01010,0.26428,0.73093,0.28570
483,0.96770,0.01770,0.53180,0.42247,0.15610
484,0.20010,-0.07730,0.39452,0.41081,0.33670
485,0.29510,0.71690,0.42092,0.66521,0.12310
486,0.67510,-0.39650,0.54940,0.69383,0.37570
487,-0.20270,-0.18750,0.36196,0.61857,0.17170
488,-0.56750,-0.43450,0.49308,0.65355,0.16150
489,-0.28250,-0.38130,0.56612,0.80831,0.29050
490,0.94870,-0.71190,0.28012,0.49985,0.18370
491,0.93730,0.56110,0.37604,0.73305,0.17050
492,-0.59030,-0.21030,0.48076,0.71821,0.23710
493,-0.44970,0.09370,0.58284,0.63871,0.11050
494,-0.18750,-0.55610,0.55644,0.51893,0.18550
495,-0.62070,0.05570,0.32588,0.48077,0.21730
496,-0.27110,0.77010,0.56084,0.58465,0.16750
497,-0.39270,-0.34710,0.21676,0.78181,0.14410
